ExecutionId,Report Name,TimeStart,UserName,Full Name,State,Role,Interactions
86765b58-83ed-4bb4-815a-8b32d31047fc,Management Dashboard,11/12/2024,user29@company.com,Desiree Cain,New South Wales,Management,36
6667e600-7657-4da8-8938-7521d961affe,Management Dashboard,11/12/2024,user29@company.com,Desiree Cain,New South Wales,Management,177
39fea3be-c1ae-4613-b473-f7519ebf95b3,Financial Dashboard,11/12/2024,user36@company.com,Faith Cabrera,Queensland,Management,2
59f0cd40-3864-4b47-bc40-51526306fd20,Operations Dashboard,11/12/2024,user23@company.com,Janice Johnston,ACT,Support Staff,18
543688b5-74ab-4c3c-acf1-ec184250bf1f,Management Dashboard,11/12/2024,user13@company.com,Jennifer Summers,New South Wales,Support Staff,30
1cc72f6b-8bb0-4178-8830-1a17d363a647,Client Engagement Dashboard,11/12/2024,user13@company.com,Jennifer Summers,New South Wales,Support Staff,17
2f5255d9-552a-4ec4-9bdb-a17293dfe2ed,Operations Dashboard,11/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,25
923332a6-67c7-4d80-84cc-d502fc470e13,Client Engagement Dashboard,11/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,41
4fe87313-2c62-46b0-a426-8c5216b03980,Client Engagement Dashboard,11/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,10
4c833636-dbad-4d9c-945a-ba9820549c84,Client Engagement Dashboard,11/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,41
651a2c82-30ee-4a5b-b496-3516a72db290,Client Engagement Dashboard,11/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,15
ac5c5cd8-d1e4-4002-a9f9-7f5c05190062,Client Engagement Dashboard,11/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,29
e0c52a38-1a13-48e7-80b9-5319e98400fb,Financial Dashboard,11/12/2024,user38@company.com,Kenneth Kent,Western Australia,Management,12
4424699d-97b6-4e56-a248-1a24497a1602,Operations Dashboard,11/12/2024,user28@company.com,Kimberly Myers,ACT,Planners,76
22b4e95a-e4b8-454d-a1de-4b728c579a7b,Operations Dashboard,11/12/2024,user28@company.com,Kimberly Myers,ACT,Planners,35
efb4adfc-462f-4854-a905-0c77b8292a81,Management Dashboard,11/12/2024,user28@company.com,Kimberly Myers,ACT,Planners,8
b7f0917e-ad98-4b38-a89a-dc8877fa707f,Client Engagement Dashboard,11/12/2024,user12@company.com,Kimberly Smith,Western Australia,Planners,40
cf93519c-a099-4b20-bf05-07c2ac868454,Financial Dashboard,11/12/2024,user12@company.com,Kimberly Smith,Western Australia,Planners,2
586b788a-9df8-426e-bb0d-9529dcd41a56,Client Engagement Dashboard,11/12/2024,user12@company.com,Kimberly Smith,Western Australia,Planners,2
99aa01dc-9b25-4d1e-ba02-4898c5ecdec7,Operations Dashboard,11/12/2024,user12@company.com,Kimberly Smith,Western Australia,Planners,1
92c9f4e2-2eaa-40b8-b05b-0fc69b45223b,Client Engagement Dashboard,11/12/2024,user31@company.com,Lauren Hayes,Victoria,Support Staff,15
f380a2a0-681e-4f3f-8215-f5957e6b2c06,Management Dashboard,11/12/2024,user22@company.com,Laurie Wallace,Queensland,Reporting Staff,33
dd04ddc1-a9ed-410f-a472-b286a6c8514a,Management Dashboard,11/12/2024,user22@company.com,Laurie Wallace,Queensland,Reporting Staff,33
42a1bc5b-f615-4793-94b3-031c1ed399e8,Management Dashboard,11/12/2024,user40@company.com,Lisa Johnston,New South Wales,Management,40
27330a55-b80c-444d-8849-a2a87190daed,Financial Dashboard,11/12/2024,user40@company.com,Lisa Johnston,New South Wales,Management,35
4c2a5cf9-216a-4f37-8a58-7009263c2841,Operations Dashboard,11/12/2024,user39@company.com,Melanie Johnson,South Australia,Support Staff,6
89a8adee-40f9-49b9-acc2-f80266000efa,Operations Dashboard,11/12/2024,user39@company.com,Melanie Johnson,South Australia,Support Staff,1
4c0b8307-569d-4d72-9b23-b082d127d04d,Management Dashboard,11/12/2024,user20@company.com,Michelle Kelley,Western Australia,Planners,26
dbed8782-1b23-4e6e-a2a8-49858731b6c5,Client Engagement Dashboard,11/12/2024,user20@company.com,Michelle Kelley,Western Australia,Planners,26
44d2b33c-9e25-46f1-8a1d-47c5974edc91,Operations Dashboard,11/12/2024,user34@company.com,Ryan Sanchez,New South Wales,Reporting Staff,25
73d6190c-2134-4752-a218-04fafbaa6400,Client Engagement Dashboard,11/12/2024,user34@company.com,Ryan Sanchez,New South Wales,Reporting Staff,37
bdc0803d-3551-48e4-80d7-2f8eb8785ea9,Client Engagement Dashboard,11/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,32
9cf19a65-f1fe-4bcf-b3f1-f2d4add7827b,Management Dashboard,11/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,32
0f602353-6818-4b50-8d8e-063389287471,Scorecard Dashboard,11/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,2
dfd819da-3969-4c4c-99f9-fe63878c2d68,Financial Dashboard,11/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,4
27585c16-cfb7-4a93-b214-7d4d0417fb00,Client Engagement Dashboard,11/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,5
2743e74d-7231-4ff3-b26d-a39b352bfa39,Management Dashboard,11/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,9
e9eadc94-c3ef-401a-bf79-f32954435b60,Client Engagement Dashboard,11/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,42
9ed20cf0-b385-464c-a62a-aedd1e452689,Management Dashboard,11/12/2024,user27@company.com,Sarah Villanueva,New South Wales,Reporting Staff,32
4bf471cc-11c8-4720-8517-495e4ca065a7,Financial Dashboard,11/12/2024,user11@company.com,Sean Green,Victoria,Management,39
7fb01f5c-0986-44af-a94e-b0a8a5df82a8,Operations Dashboard,11/12/2024,user11@company.com,Sean Green,Victoria,Management,21
6a6e4bf0-d98c-410e-ab2e-94450f472955,Management Dashboard,11/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,21
a900f374-eeda-4128-879f-3a50f99b4f59,Client Engagement Dashboard,11/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,41
9b74a67b-6258-46e0-8004-6498c007d3db,Operations Dashboard,11/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,21
d50cc53f-efe2-4859-aca7-cffefc346eba,Management Dashboard,11/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,25
77daf92d-4f5f-4d67-8031-5e72237999e1,Client Engagement Dashboard,11/12/2024,user19@company.com,Tasha Rodriguez,New South Wales,Management,38
b26ffbc4-06e8-4c77-9d88-ddf10a382f7b,Operations Dashboard,11/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,35
ed94c01b-3d9c-44ba-a158-4b8055a04be3,Client Engagement Dashboard,11/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,8
f45db117-2140-4719-8da5-07356e9eafa1,Client Engagement Dashboard,11/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,22
02f39059-83ba-45ed-afd5-bc30517945c4,Client Engagement Dashboard,11/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,38
ea89fc06-d8dd-4574-9e20-00bc1d59d216,Management Dashboard,11/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,28
1de77e49-5354-4f76-ad94-0ec23da68b7b,Management Dashboard,11/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,38
022cd46e-b8ed-4ea4-a107-e1761c8f217f,Management Dashboard,10/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,34
185f9030-c4e2-4cea-8dff-f8b653ff70cc,Management Dashboard,10/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,6
6ac90299-880c-4921-ade4-1b7597bca2ea,Client Engagement Dashboard,10/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,4
b25c6285-d747-4fd4-9ae2-d272c18f5a4e,Client Engagement Dashboard,10/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,22
b8a69af6-6503-439e-ad51-0b0c1cd641d1,Client Engagement Dashboard,10/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,35
add2761e-256c-47aa-97c4-ccee7482aa6e,Financial Dashboard,10/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,39
a54e0d7c-ad1d-4aeb-97b1-c4359304e157,Client Engagement Dashboard,10/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,14
deb4c313-c240-433c-b622-c92bb0ec781c,Management Dashboard,10/12/2024,user37@company.com,Charles Wolfe,Victoria,Support Staff,26
fe6c823a-9c08-4f52-86b4-435f829c1ab2,Client Engagement Dashboard,10/12/2024,user16@company.com,Cheryl Bradley,Victoria,Support Staff,20
3b421130-ebda-4789-b3c8-c06021f12cb6,Client Engagement Dashboard,10/12/2024,user24@company.com,Collin Lopez,Western Australia,Planners,23
be1e97f8-59db-44e9-8d96-075bea6838c0,Operations Dashboard,10/12/2024,user15@company.com,Dana Nguyen,New South Wales,Planners,37
0813f19a-1bde-4dee-8991-76e52282c50e,Management Dashboard,10/12/2024,user15@company.com,Dana Nguyen,New South Wales,Planners,9
694099dc-ca61-4b2a-92cb-83a0d18de76e,Scorecard Dashboard,10/12/2024,user36@company.com,Faith Cabrera,Queensland,Management,34
ee047d27-4f8e-428a-98bf-e246dbcced3f,Operations Dashboard,10/12/2024,user36@company.com,Faith Cabrera,Queensland,Management,39
71b4ca8d-4c02-4b04-b63f-e60917bb948b,Scorecard Dashboard,10/12/2024,user13@company.com,Jennifer Summers,New South Wales,Support Staff,10
3ffd216d-61a1-47ac-85e6-fcf790e542a7,Client Engagement Dashboard,10/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,21
e3748a03-03ad-4685-9481-5113445763d2,Client Engagement Dashboard,10/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,12
fdbbf9ff-e41c-4d33-bc7a-fbf511ccc135,Operations Dashboard,10/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,22
0a5f579e-a453-4389-af57-66622453aa87,Operations Dashboard,10/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,26
3eba3a7b-9f07-4047-8402-ca7cd369a3ce,Management Dashboard,10/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,14
952be0eb-3993-42fe-ae86-2db242723166,Operations Dashboard,10/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,14
584cf334-6b9c-485b-b2c8-9c1863055076,Client Engagement Dashboard,10/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,1
f8771d94-1e1a-428d-bafb-b2cbed8c7cd4,Client Engagement Dashboard,10/12/2024,user38@company.com,Kenneth Kent,Western Australia,Management,33
2170ad1c-f020-4b6e-b42c-732233811164,Operations Dashboard,10/12/2024,user21@company.com,Kimberly Maynard,Victoria,Reporting Staff,31
851fc179-589c-49d4-ab2e-037902240571,Operations Dashboard,10/12/2024,user12@company.com,Kimberly Smith,Western Australia,Planners,32
1c53c3e2-2304-424b-bcd0-1d2bafac6c0d,Operations Dashboard,10/12/2024,user12@company.com,Kimberly Smith,Western Australia,Planners,15
f8d0e8a1-9264-456b-a6a8-0098ad24d2fa,Operations Dashboard,10/12/2024,user12@company.com,Kimberly Smith,Western Australia,Planners,36
357779f6-ebf8-4091-8303-ade38a5ac6b2,Management Dashboard,10/12/2024,user31@company.com,Lauren Hayes,Victoria,Support Staff,29
fee7de0d-d05c-4719-ad29-996295ee9794,Operations Dashboard,10/12/2024,user22@company.com,Laurie Wallace,Queensland,Reporting Staff,8
f2d8c3de-9196-4b9d-b190-aee011d03a65,Operations Dashboard,10/12/2024,user22@company.com,Laurie Wallace,Queensland,Reporting Staff,8
20108761-c029-4608-85b1-798ae3e74124,Operations Dashboard,10/12/2024,user40@company.com,Lisa Johnston,New South Wales,Management,14
3b31d391-e45c-441b-aaa3-d24b1a1dd9fd,Operations Dashboard,10/12/2024,user40@company.com,Lisa Johnston,New South Wales,Management,17
8618e237-51a5-4716-807c-c32920385b5a,Management Dashboard,10/12/2024,user40@company.com,Lisa Johnston,New South Wales,Management,8
5cc8945c-c2c8-4346-bd50-a2e46a66c3c9,Client Engagement Dashboard,10/12/2024,user25@company.com,Mary Alvarez,New South Wales,Support Staff,40
52340edd-840f-4f9f-8675-3f9611aca1d2,Operations Dashboard,10/12/2024,user25@company.com,Mary Alvarez,New South Wales,Support Staff,40
a5aefa60-c02c-423d-90d6-9fe420608560,Scorecard Dashboard,10/12/2024,user34@company.com,Ryan Sanchez,New South Wales,Reporting Staff,25
0535bd59-45b4-4018-8994-b02918e16ac4,Operations Dashboard,10/12/2024,user34@company.com,Ryan Sanchez,New South Wales,Reporting Staff,34
6fc170e8-0bf6-46b4-ad81-ef64a4d4f6a6,Management Dashboard,10/12/2024,user34@company.com,Ryan Sanchez,New South Wales,Reporting Staff,42
9ce8185a-6c63-4539-94eb-becf63d1ba93,Scorecard Dashboard,10/12/2024,user34@company.com,Ryan Sanchez,New South Wales,Reporting Staff,37
0d38dc7c-34df-498b-bb49-909cda782f91,Operations Dashboard,10/12/2024,user34@company.com,Ryan Sanchez,New South Wales,Reporting Staff,31
710568c2-0a37-4189-a05d-e41a66ea9890,Client Engagement Dashboard,10/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,28
d51ce031-1b52-44a5-95f9-8c2f6772b59e,Client Engagement Dashboard,10/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,8
dc1235ec-ada8-4a33-bb30-0d60375f0001,Financial Dashboard,10/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,26
56875286-63e8-4945-aa0c-30bb5ed18678,Management Dashboard,10/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,26
efa5f7dd-ace5-4d8a-a3be-207868ed5d13,Management Dashboard,10/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,9
bf2b27f2-3162-41f4-a44c-6c818811eed2,Client Engagement Dashboard,10/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,36
56294959-0ec8-46e2-a430-8db3e221be0e,Client Engagement Dashboard,10/12/2024,user26@company.com,Peter Mcdowell,Victoria,Support Staff,38
9067a84f-2edb-4613-9fd1-65472245086a,Client Engagement Dashboard,10/12/2024,user26@company.com,Peter Mcdowell,Victoria,Support Staff,31
e3673f4b-7db8-421f-8f83-cfd3c5f75102,Client Engagement Dashboard,10/12/2024,user27@company.com,Sarah Villanueva,New South Wales,Reporting Staff,26
86abeb39-4a10-4445-8251-8a8c5bf4ddb2,Management Dashboard,10/12/2024,user27@company.com,Sarah Villanueva,New South Wales,Reporting Staff,30
ff6e3444-a2b3-4404-95b2-f737e70b3f76,Scorecard Dashboard,10/12/2024,user11@company.com,Sean Green,Victoria,Management,30
419d1123-88b5-4e0e-b097-5aec28a2f6a1,Operations Dashboard,10/12/2024,user30@company.com,Stephanie Lawrence,South Australia,Enablement,61
71c4a790-1db4-4556-b8fb-e7f97752fa0f,Operations Dashboard,10/12/2024,user8@company.com,Stephanie Sutton,Victoria,Enablement,29
d484f885-f97a-4453-a2a9-65e5f7788620,Client Engagement Dashboard,10/12/2024,user8@company.com,Stephanie Sutton,Victoria,Enablement,19
d2b6ef09-d701-4c7c-94e9-1be5265d3300,Financial Dashboard,10/12/2024,user8@company.com,Stephanie Sutton,Victoria,Enablement,4
8e550c9b-2a42-46e6-ab3e-1aa5613fe180,Management Dashboard,10/12/2024,user8@company.com,Stephanie Sutton,Victoria,Enablement,30
5bea0628-2e5b-4ef3-ba7b-feb7b1027c56,Operations Dashboard,10/12/2024,user8@company.com,Stephanie Sutton,Victoria,Enablement,5
bae65457-0b66-4de6-8833-ccc8d4d8d24a,Management Dashboard,10/12/2024,user8@company.com,Stephanie Sutton,Victoria,Enablement,3
4b54aa17-3349-4718-b4be-4503020d3304,Client Engagement Dashboard,10/12/2024,user8@company.com,Stephanie Sutton,Victoria,Enablement,42
14c30b49-5c24-4ba1-8bde-0dbdd464de70,Scorecard Dashboard,10/12/2024,user8@company.com,Stephanie Sutton,Victoria,Enablement,7
2a4d9f78-510d-43b0-9705-d85f696919e6,Operations Dashboard,10/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,11
a549ff0c-8812-4bd6-840a-7b3aa76fe54c,Client Engagement Dashboard,10/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,21
5f4ab88b-5093-4d98-a178-c53becc9f164,Client Engagement Dashboard,10/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,2
191d1064-38fe-4d17-9816-e8902131a696,Operations Dashboard,10/12/2024,user19@company.com,Tasha Rodriguez,New South Wales,Management,9
bd44e226-1031-4fcb-a8a4-00a4ebe5c213,Financial Dashboard,10/12/2024,user19@company.com,Tasha Rodriguez,New South Wales,Management,7
f0414123-101a-4a90-8033-56d9eb399932,Management Dashboard,10/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,4
5aca088f-abbb-4922-a2d7-4b75d1bda9af,Operations Dashboard,10/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,21
76637709-e02e-43e6-a2d0-28d025c41081,Management Dashboard,9/12/2024,user14@company.com,April Snyder,Queensland,Reporting Staff,25
2ea6ccff-e200-4c1a-91c0-79dbf68c1894,Management Dashboard,9/12/2024,user14@company.com,April Snyder,Queensland,Reporting Staff,28
87989187-021e-4cbf-9830-7e35f370109b,Operations Dashboard,9/12/2024,user35@company.com,Autumn Robinson,Victoria,Management,28
fbe8abec-4123-4578-a560-3f781be86d24,Operations Dashboard,9/12/2024,user35@company.com,Autumn Robinson,Victoria,Management,38
1c471c27-ddaa-429f-a2f7-258754dcfe90,Financial Dashboard,9/12/2024,user35@company.com,Autumn Robinson,Victoria,Management,9
28d85b5a-64a7-4a1d-bd77-3d03953dfb84,Management Dashboard,9/12/2024,user18@company.com,Bobby Flores,Tasmania,Planners,35
075f904d-648f-4c08-aeb0-e053206c194d,Management Dashboard,9/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,3
e1c2eae7-1d13-4616-8973-ea8fbe377a73,Operations Dashboard,9/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,1
c6012686-7301-4dd9-973d-0238f175c3e5,Financial Dashboard,9/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,15
344e71d8-8b51-41a2-ab76-b9a8b4ccf041,Client Engagement Dashboard,9/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,27
74c7d607-9224-4d11-9a10-c71c53475b4f,Operations Dashboard,9/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,32
a9ab8c23-02a3-488a-a0f0-a1de0c663c61,Management Dashboard,9/12/2024,user37@company.com,Charles Wolfe,Victoria,Support Staff,5
097654b5-0ad2-4c17-81ec-824bc2a1095e,Operations Dashboard,9/12/2024,user15@company.com,Dana Nguyen,New South Wales,Planners,38
e3bfab63-cb3f-492d-bb2f-e3589a85f8f4,Operations Dashboard,9/12/2024,user29@company.com,Desiree Cain,New South Wales,Management,162
84e0fc7a-58f4-482c-b2a5-e8d676e130b4,Client Engagement Dashboard,9/12/2024,user29@company.com,Desiree Cain,New South Wales,Management,154
14861f23-e8e7-4356-98a9-bab112dac9ce,Client Engagement Dashboard,9/12/2024,user36@company.com,Faith Cabrera,Queensland,Management,25
76dc7641-c490-4173-addb-3603cd7c1b0f,Operations Dashboard,9/12/2024,user36@company.com,Faith Cabrera,Queensland,Management,33
7459fa7f-6a0f-4ab9-a8b6-0f9bbcd9a414,Management Dashboard,9/12/2024,user36@company.com,Faith Cabrera,Queensland,Management,9
3a5bd3bd-040e-4808-b0fc-f5439ba3229d,Operations Dashboard,9/12/2024,user13@company.com,Jennifer Summers,New South Wales,Support Staff,12
672c4ba4-74a2-4767-b831-6ce616170cbc,Operations Dashboard,9/12/2024,user13@company.com,Jennifer Summers,New South Wales,Support Staff,21
ae5c6349-7032-404e-b241-b6bf5c91ded7,Management Dashboard,9/12/2024,user13@company.com,Jennifer Summers,New South Wales,Support Staff,21
16d3e7a1-1d1b-4714-86da-7163a180f533,Client Engagement Dashboard,9/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,25
ac8598f4-ab1e-43d3-bb1d-cdcb4b59807a,Client Engagement Dashboard,9/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,32
d81aa450-791b-41fd-b6b5-90dbf73f1f3d,Financial Dashboard,9/12/2024,user38@company.com,Kenneth Kent,Western Australia,Management,1
9771d769-ab6f-4b76-9b5d-a136f23ecc07,Operations Dashboard,9/12/2024,user38@company.com,Kenneth Kent,Western Australia,Management,41
2031733b-559f-47af-a5b7-bf166a86028f,Client Engagement Dashboard,9/12/2024,user38@company.com,Kenneth Kent,Western Australia,Management,29
852bd0c6-65e2-48e1-9170-5bb9f4f6aebc,Management Dashboard,9/12/2024,user21@company.com,Kimberly Maynard,Victoria,Reporting Staff,24
ecf5bc15-c862-40b8-9620-65ac2ca22e0a,Client Engagement Dashboard,9/12/2024,user12@company.com,Kimberly Smith,Western Australia,Planners,9
fc8f5b61-b9b5-41ee-b4f7-67c80ce495b9,Client Engagement Dashboard,9/12/2024,user12@company.com,Kimberly Smith,Western Australia,Planners,11
22c65bca-b2bc-455e-9e13-8cf086af4910,Operations Dashboard,9/12/2024,user22@company.com,Laurie Wallace,Queensland,Reporting Staff,34
161a09ea-bb79-4fc9-a2c6-df13ad52e685,Client Engagement Dashboard,9/12/2024,user22@company.com,Laurie Wallace,Queensland,Reporting Staff,35
0ea6f16d-8f0a-4bc8-95b9-bd5933eba628,Client Engagement Dashboard,9/12/2024,user39@company.com,Melanie Johnson,South Australia,Support Staff,16
03442372-7aa5-42b4-a5f2-18f3c61a351f,Management Dashboard,9/12/2024,user39@company.com,Melanie Johnson,South Australia,Support Staff,39
e586b958-9231-416f-aa07-f9cea238eadd,Management Dashboard,9/12/2024,user34@company.com,Ryan Sanchez,New South Wales,Reporting Staff,24
9f1cadb4-d9c0-41a7-be2c-71ed12590a36,Client Engagement Dashboard,9/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,6
81bb89d7-1308-451d-8f11-2fc0c8afbf4d,Client Engagement Dashboard,9/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,38
592c6e28-5147-4b7d-8981-fbc21d7fdb5d,Scorecard Dashboard,9/12/2024,user1@company.com,Norma Fisher,Victoria,Reporting Staff,21
e95daf5f-d4ce-4dd5-a741-f22d1f4598c4,Client Engagement Dashboard,9/12/2024,user26@company.com,Peter Mcdowell,Victoria,Support Staff,3
f65ce570-83dc-4c4c-8b1d-d065dbea4013,Operations Dashboard,9/12/2024,user27@company.com,Sarah Villanueva,New South Wales,Reporting Staff,41
a89e4ee2-52ec-41f7-abdb-4d5d8947ef01,Operations Dashboard,9/12/2024,user11@company.com,Sean Green,Victoria,Management,9
fbcb781a-7ed5-4fd1-85f2-ecdc2d115bff,Operations Dashboard,9/12/2024,user30@company.com,Stephanie Lawrence,South Australia,Enablement,36
f3daf264-e3f3-4c25-ab39-ef3ddcba1833,Client Engagement Dashboard,9/12/2024,user30@company.com,Stephanie Lawrence,South Australia,Enablement,23
22cf93f2-4e1e-4b2a-82d3-5135a84a731b,Operations Dashboard,9/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,20
eb6f6bc1-54c9-45fc-a64d-170ac084c3da,Client Engagement Dashboard,9/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,35
19b5b50c-ecf9-4383-a986-6075e69d0a83,Client Engagement Dashboard,9/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,21
3c956ef9-6f78-49a4-a3f7-c830d54d1dbd,Client Engagement Dashboard,9/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,18
f2b5e5bc-2748-4224-9f45-38057f201d9a,Operations Dashboard,9/12/2024,user4@company.com,Susan Wagner,New South Wales,Planners,33
591d85eb-b724-476a-89c3-31004475f116,Management Dashboard,9/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,15
5a5a5f68-241a-44d7-90c9-5cd4602e4c0d,Operations Dashboard,9/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,30
e4418de1-20d5-457a-a9d7-ad955880c423,Client Engagement Dashboard,9/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,3
3b17125e-697f-4fe6-9a31-09ce1fad95a5,Client Engagement Dashboard,9/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,25
16744835-84ce-4d7f-b43f-f9fd2b1989df,Operations Dashboard,9/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,33
720fc60a-81ff-4f8a-8f8f-0c8c8ffc5331,Operations Dashboard,9/12/2024,user6@company.com,Theodore Mcgrath,Queensland,Support Staff,10
a62fd53d-191c-4fda-ad2d-f3be9f2b0493,Management Dashboard,9/12/2024,user17@company.com,Walter Pratt,New South Wales,Reporting Staff,38
552fe476-5ba0-4047-a4de-8495fd86805c,Management Dashboard,9/12/2024,user17@company.com,Walter Pratt,New South Wales,Reporting Staff,26
9555688b-620e-45ec-b8b5-10c75310c05c,Management Dashboard,9/12/2024,user17@company.com,Walter Pratt,New South Wales,Reporting Staff,21
60f22061-bfa0-4527-8293-3529bfe6aa9b,Scorecard Dashboard,9/12/2024,user17@company.com,Walter Pratt,New South Wales,Reporting Staff,16
6c89d128-7d3a-4a2f-b85b-23b065469b06,Client Engagement Dashboard,9/12/2024,user32@company.com,Whitney Stark,Queensland,Reporting Staff,40
cc5f9fa3-552c-4e23-b977-a82a9d08dd44,Financial Dashboard,8/12/2024,user35@company.com,Autumn Robinson,Victoria,Management,27
0d83c14f-60a4-43cd-906f-1f4525fff592,Financial Dashboard,8/12/2024,user9@company.com,Brian Hamilton,Victoria,Support Staff,12
068e59a6-a143-489c-972d-39aeeb8af5e2,Operations Dashboard,8/12/2024,user37@company.com,Charles Wolfe,Victoria,Support Staff,38
d91da045-d2db-4087-b00b-afe1b8757980,Management Dashboard,8/12/2024,user37@company.com,Charles Wolfe,Victoria,Support Staff,36
e6e132ab-bb65-4ffa-a043-af1577e59780,Operations Dashboard,8/12/2024,user16@company.com,Cheryl Bradley,Victoria,Support Staff,39
710b60b0-d0b6-4d34-8176-de3e6875da4a,Management Dashboard,8/12/2024,user24@company.com,Collin Lopez,Western Australia,Planners,21
ffdf7ec1-15ea-41c0-a73f-0a82dc364c08,Scorecard Dashboard,8/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,30
5b36b661-3ac4-4a1b-bd07-fed71a2e6125,Client Engagement Dashboard,8/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,41
81e5a2da-e187-4e46-ad13-d1b7222ea962,Client Engagement Dashboard,8/12/2024,user2@company.com,Jorge Sullivan,Northern Territory,Support Staff,35
aef711d7-4773-4537-af14-a0c8b575d072,Client Engagement Dashboard,8/12/2024,user38@company.com,Kenneth Kent,Western Australia,Management,22
2a1399fc-1f18-43e4-98c2-6211f84f6e28,Operations Dashboard,8/12/2024,user21@company.com,Kimberly Maynard,Victoria,Reporting Staff,29
f2b49ff5-4a15-4c65-a8ad-07b4d3fb6c5f,Operations Dashboard,8/12/2024,user21@company.com,Kimberly Maynard,Victoria,Reporting Staff,17
c1e847bf-e124-4abc-9d81-f7710498395b,Scorecard Dashboard,8/12/2024,user28@company.com,Kimberly Myers,ACT,Planners,27
